NAME	B cells	Ductal cells 1	Myeloid & Macrophage	T and NK cells	Perivascular cells	Acinar cells	Activated DC	Fenestrated EC	Mast cells	pDCs	Plasma cells	myCAF	ICAF
LUM	1.000 	12.161 	3.942 	4.097 	25.885 	5.716 	6.270 	3.103 	4.281 	3.153 	7.906 	431.670 	431.670 
IGFBP7	6.679 	8.529 	12.144 	6.963 	431.670 	8.388 	18.818 	356.910 	4.324 	5.439 	11.112 	397.055 	184.205 
COL1A1	1.000 	1.663 	3.422 	1.000 	71.234 	5.470 	19.067 	1.000 	1.000 	2.634 	8.220 	313.848 	343.891 
COL1A2	1.000 	1.000 	2.278 	1.000 	92.696 	6.435 	5.582 	3.293 	7.000 	4.407 	8.835 	302.128 	343.891 
DCN	1.000 	1.000 	1.769 	1.000 	79.448 	1.000 	4.250 	1.973 	7.013 	4.736 	6.121 	287.675 	397.055 
SPARC	1.000 	1.154 	4.017 	1.000 	169.228 	8.492 	1.000 	161.274 	4.686 	2.341 	6.896 	287.675 	209.178 
COL3A1	1.447 	1.003 	2.115 	1.544 	80.679 	1.321 	7.145 	3.694 	4.663 	3.312 	5.378 	285.323 	298.717 
MGP	4.114 	1.033 	2.319 	1.000 	179.219 	3.198 	4.634 	168.102 	4.435 	2.071 	11.018 	253.794 	313.848 
SFRP2	1.000 	1.000 	1.000 	1.000 	1.851 	3.065 	9.414 	5.302 	1.000 	1.000 	3.605 	227.729 	140.195 
BGN	1.000 	1.000 	1.000 	1.000 	149.931 	1.000 	1.000 	22.606 	1.000 	1.000 	4.382 	224.739 	69.975 
CALD1	1.000 	2.099 	1.000 	1.000 	253.140 	3.898 	1.000 	70.773 	1.000 	1.996 	1.299 	215.186 	101.329 
C1S	1.000 	1.000 	1.000 	1.000 	75.123 	4.415 	11.223 	3.747 	1.000 	2.886 	3.242 	196.683 	263.698 
SERPINF1	1.679 	1.325 	17.400 	1.712 	80.713 	16.835 	33.626 	1.701 	5.553 	110.670 	4.687 	193.978 	242.021 
CTHRC1	1.000 	1.000 	1.000 	1.000 	10.333 	1.000 	2.835 	24.664 	4.650 	1.000 	15.676 	191.806 	53.318 
C1R	1.000 	1.918 	1.000 	1.000 	101.747 	15.345 	2.212 	6.642 	2.791 	1.000 	9.871 	181.460 	268.493 
COL6A2	2.000 	1.076 	1.211 	2.169 	119.537 	2.528 	1.329 	32.808 	1.995 	1.481 	3.160 	179.778 	251.247 
RARRES2	2.039 	2.788 	1.531 	2.211 	46.896 	157.705 	12.004 	3.662 	7.620 	3.639 	2.781 	158.717 	93.787 
TAGLN	3.161 	1.381 	3.651 	1.000 	318.578 	4.728 	9.541 	19.395 	1.000 	2.837 	5.369 	157.705 	35.111 
POSTN	1.000 	1.000 	1.000 	1.000 	10.306 	1.000 	1.000 	7.837 	1.000 	1.000 	1.000 	148.595 	20.482 
AEBP1	1.008 	1.000 	1.000 	1.010 	51.119 	1.001 	1.000 	6.178 	1.003 	12.814 	2.523 	145.030 	74.506 
APOD	1.000 	1.000 	1.375 	1.000 	2.497 	1.000 	5.249 	15.599 	1.000 	1.000 	4.529 	144.144 	149.967 
MMP11	1.077 	1.000 	1.000 	1.087 	14.167 	1.036 	1.001 	1.114 	1.060 	3.602 	3.277 	144.140 	3.406 
MYL9	1.157 	8.806 	3.313 	1.218 	265.329 	4.832 	12.845 	28.525 	1.123 	2.710 	4.833 	140.666 	41.837 
SERPING1	1.625 	17.131 	7.542 	1.775 	126.008 	44.896 	2.249 	27.605 	1.546 	10.797 	6.408 	140.195 	201.618 
COL6A3	1.997 	1.051 	1.262 	2.141 	17.801 	1.682 	3.385 	1.053 	1.995 	1.459 	2.454 	134.709 	108.047 
FBLN1	1.001 	1.394 	1.000 	1.006 	10.064 	4.394 	1.000 	1.000 	1.001 	2.599 	4.159 	131.626 	275.677 
SPARCL1	1.348 	1.000 	1.182 	1.411 	255.780 	1.311 	1.047 	211.229 	3.775 	1.067 	1.845 	130.146 	101.330 
IGFBP4	1.000 	9.142 	3.370 	3.987 	144.581 	1.000 	8.801 	164.872 	3.428 	2.433 	1.000 	128.691 	147.301 
FN1	3.934 	4.351 	33.372 	1.000 	34.679 	15.845 	1.000 	20.036 	1.000 	2.696 	8.358 	123.152 	78.365 
SERPINH1	1.649 	9.532 	4.866 	7.446 	52.351 	7.623 	1.096 	69.525 	3.972 	7.665 	3.977 	123.130 	56.955 
ACTA2	1.151 	1.125 	2.314 	4.945 	275.677 	4.968 	4.580 	1.866 	1.087 	1.031 	5.073 	122.810 	18.224 
NBL1	2.189 	42.708 	1.478 	7.397 	38.018 	2.046 	1.806 	14.210 	4.528 	1.639 	1.515 	121.114 	60.239 
ASPN	1.000 	1.000 	1.000 	1.000 	38.986 	1.000 	2.120 	1.000 	1.000 	1.000 	1.000 	119.551 	69.201 
MXRA8	1.000 	1.000 	1.000 	1.000 	31.412 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	118.610 	73.986 
THY1	1.854 	1.041 	1.087 	1.998 	52.313 	1.620 	2.916 	10.429 	1.849 	1.360 	1.987 	117.683 	86.088 
IGFBP5	1.000 	1.000 	1.000 	1.000 	139.366 	1.000 	4.026 	16.762 	1.000 	1.000 	1.000 	115.284 	71.503 
MMP2	1.000 	1.000 	6.052 	1.000 	2.156 	1.812 	6.719 	35.792 	2.312 	1.000 	2.386 	113.630 	154.716 
SPON2	2.267 	1.289 	1.297 	7.184 	11.419 	2.553 	1.462 	1.156 	2.250 	25.281 	2.917 	112.782 	71.318 
TPM2	1.405 	14.429 	1.642 	1.447 	188.405 	8.215 	4.210 	3.930 	1.353 	69.440 	1.771 	110.930 	36.106 
PCOLCE	1.000 	1.000 	1.501 	1.000 	64.990 	1.000 	2.076 	1.412 	1.000 	1.000 	1.000 	109.319 	141.897 
CTGF	2.196 	7.477 	1.345 	2.519 	42.655 	5.833 	5.170 	43.112 	2.181 	1.641 	3.681 	108.029 	102.168 
CYR61	1.013 	14.896 	1.000 	1.022 	54.485 	11.390 	1.000 	91.995 	6.565 	1.000 	3.817 	106.782 	208.081 
CCDC80	1.272 	1.000 	1.014 	1.337 	28.164 	4.097 	3.624 	5.977 	1.266 	1.059 	2.044 	106.563 	244.269 
NNMT	1.000 	12.863 	1.000 	1.000 	81.091 	19.397 	2.218 	59.401 	1.000 	1.000 	3.625 	105.102 	201.615 
MMP14	1.061 	10.852 	14.655 	1.089 	18.219 	11.938 	7.395 	23.508 	1.060 	1.009 	2.247 	103.043 	50.887 
COL6A1	1.997 	2.083 	1.157 	2.130 	67.888 	4.422 	1.330 	8.526 	1.996 	1.599 	3.712 	100.691 	176.908 
VCAN	3.648 	10.186 	45.282 	1.036 	5.711 	3.270 	6.809 	7.288 	1.020 	2.144 	5.133 	99.817 	55.177 
CTSK	2.562 	1.106 	1.411 	2.830 	11.022 	2.009 	2.681 	1.129 	2.490 	1.948 	1.702 	97.835 	61.992 
SFRP4	1.000 	1.000 	1.000 	1.000 	4.352 	1.000 	1.594 	1.000 	5.356 	1.000 	1.000 	94.530 	54.769 
NUPR1	1.000 	15.194 	18.573 	1.000 	60.587 	104.177 	2.023 	12.821 	4.744 	1.000 	5.113 	91.137 	53.126 
MDK	1.000 	158.211 	2.245 	1.000 	30.936 	28.724 	2.057 	20.129 	1.000 	1.000 	18.598 	90.818 	36.468 
PPIC	1.000 	18.442 	1.701 	1.000 	20.521 	28.866 	2.820 	30.113 	1.000 	1.000 	1.000 	81.472 	58.930 
CLEC11A	1.000 	1.000 	14.806 	1.000 	21.525 	5.351 	7.252 	2.070 	1.000 	5.937 	2.501 	80.679 	51.750 
HOPX	9.184 	1.000 	1.151 	32.422 	41.809 	2.081 	22.094 	1.431 	1.000 	1.000 	3.161 	76.796 	1.179 
CNN3	2.407 	4.763 	1.047 	1.700 	106.071 	14.094 	8.910 	68.677 	1.520 	1.213 	1.958 	75.739 	69.189 
COL5A2	1.638 	1.015 	1.052 	1.734 	19.650 	1.438 	1.112 	1.931 	1.628 	1.250 	1.194 	75.636 	49.870 
IGFBP3	1.000 	10.480 	1.000 	1.000 	2.658 	1.000 	1.000 	42.015 	1.000 	8.997 	1.000 	72.445 	36.437 
FSTL1	1.000 	5.266 	1.000 	1.000 	25.671 	1.000 	1.606 	17.614 	1.000 	1.000 	1.000 	72.150 	150.409 
INHBA	1.000 	1.000 	6.823 	1.000 	4.183 	1.000 	6.504 	1.000 	3.139 	1.889 	1.859 	70.153 	8.750 
MFGE8	1.074 	12.623 	1.697 	3.830 	127.581 	1.053 	2.144 	5.614 	1.069 	2.018 	3.880 	70.060 	46.633 
TIMP3	2.267 	1.081 	1.320 	2.622 	83.094 	2.002 	1.470 	80.583 	49.984 	1.686 	1.454 	69.616 	89.177 
IL32	12.840 	77.911 	8.149 	192.361 	21.963 	151.345 	55.371 	56.552 	7.160 	8.031 	19.567 	69.089 	21.098 
THBS2	1.000 	1.000 	1.000 	1.000 	3.267 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	68.519 	40.223 
EMILIN1	1.000 	1.000 	1.000 	1.000 	22.957 	1.000 	1.000 	1.000 	3.974 	2.659 	1.000 	67.419 	37.347 
ISLR	1.000 	1.000 	1.000 	1.000 	6.190 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	64.566 	48.531 
MFAP4	1.006 	1.000 	1.000 	1.014 	45.099 	1.000 	1.000 	6.182 	6.563 	1.000 	1.000 	64.420 	161.754 
GGT5	1.000 	1.000 	1.000 	1.000 	28.583 	1.000 	2.208 	4.831 	1.000 	1.000 	1.000 	64.071 	22.375 
RCN3	1.405 	1.138 	1.572 	1.471 	9.480 	1.301 	1.056 	3.078 	1.401 	1.145 	3.552 	63.917 	30.218 
C7	1.000 	1.000 	1.000 	1.000 	21.571 	1.000 	1.000 	6.241 	3.527 	1.000 	1.000 	63.801 	104.857 
COL10A1	1.001 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	1.000 	2.476 	1.000 	1.000 	63.163 	1.472 
PALLD	1.000 	7.140 	8.979 	1.000 	34.573 	1.556 	28.783 	2.316 	11.227 	1.000 	1.644 	63.107 	19.655 
FAP	1.000 	1.000 	1.000 	1.000 	5.948 	1.000 	1.000 	9.988 	1.000 	1.000 	1.000 	63.107 	15.971 
EFEMP2	1.101 	1.139 	1.001 	1.138 	20.252 	4.730 	3.101 	10.818 	1.096 	1.027 	1.717 	63.043 	41.133 
PTRF	1.000 	3.895 	1.000 	1.000 	87.931 	1.000 	1.000 	80.937 	18.158 	1.000 	1.000 	62.847 	71.137 
SULF1	1.003 	1.000 	1.000 	1.008 	4.262 	1.000 	1.000 	1.419 	1.003 	1.000 	1.000 	61.494 	14.388 
PLAT	1.000 	18.558 	1.000 	3.271 	21.972 	1.000 	1.000 	25.251 	10.313 	1.000 	1.000 	61.304 	59.265 
DKK3	1.051 	2.355 	1.000 	1.817 	44.630 	1.026 	1.001 	5.759 	1.051 	1.003 	1.002 	58.057 	8.838 
COL5A1	1.638 	1.013 	1.052 	1.765 	10.413 	1.438 	1.112 	3.869 	1.628 	1.225 	1.107 	57.054 	40.440 
HTRA3	1.000 	1.000 	1.000 	1.000 	2.437 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	56.501 	45.868 
SOD3	1.033 	1.000 	1.000 	1.043 	175.155 	3.525 	1.000 	1.000 	1.033 	1.000 	1.694 	56.106 	68.678 
COL18A1	1.438 	1.024 	2.022 	2.940 	90.639 	1.587 	2.630 	40.479 	13.313 	4.553 	2.363 	55.904 	34.692 
FBLN2	1.003 	1.000 	1.000 	1.006 	4.018 	1.000 	1.000 	13.153 	9.146 	1.000 	1.000 	55.323 	126.388 
PRKCDBP	1.000 	35.647 	1.427 	1.000 	110.670 	23.227 	6.433 	75.326 	1.000 	1.000 	1.000 	55.038 	23.350 
CFH	1.000 	9.702 	1.921 	1.000 	27.436 	1.000 	1.000 	30.127 	1.000 	1.000 	1.000 	54.396 	94.530 
A2M	3.180 	1.422 	27.471 	2.136 	136.015 	12.268 	7.853 	150.886 	1.969 	1.449 	5.709 	52.565 	8.059 
TNFAIP6	1.729 	1.022 	6.418 	1.885 	7.551 	1.496 	9.204 	1.032 	1.723 	1.322 	1.260 	52.350 	105.102 
CHPF	1.034 	10.742 	1.000 	1.713 	10.700 	16.733 	1.000 	1.000 	5.983 	10.226 	48.774 	52.055 	25.019 
TCF4	34.636 	1.000 	13.496 	1.000 	44.333 	1.810 	17.201 	91.310 	1.000 	115.284 	17.712 	51.670 	25.577 
FKBP10	1.031 	1.422 	1.000 	1.039 	24.511 	1.028 	1.000 	9.640 	1.031 	1.000 	1.000 	51.276 	31.512 
C3	4.254 	5.899 	40.128 	3.447 	2.344 	107.276 	7.083 	2.053 	10.731 	2.120 	10.800 	50.246 	218.737 
MEG3	1.000 	1.000 	1.000 	1.000 	5.856 	35.631 	1.000 	1.437 	4.319 	3.553 	1.000 	49.794 	97.030 
PRSS23	1.021 	7.474 	1.000 	1.049 	27.184 	4.160 	2.175 	57.166 	1.021 	1.000 	2.048 	48.951 	68.839 
ITM2C	25.559 	17.726 	10.480 	38.155 	37.975 	12.112 	9.486 	1.400 	51.479 	178.660 	161.754 	48.809 	17.944 
RARRES1	2.034 	1.401 	2.379 	2.146 	2.772 	1.861 	1.359 	1.071 	8.661 	1.462 	1.315 	48.425 	58.159 
F2R	1.000 	1.017 	1.000 	12.246 	4.681 	1.000 	1.000 	16.654 	1.000 	2.326 	3.033 	48.017 	7.864 
OLFML3	1.000 	1.000 	11.902 	1.000 	10.592 	4.843 	1.877 	1.000 	1.000 	1.000 	1.000 	47.460 	69.078 
PTGDS	1.000 	1.000 	1.000 	1.000 	1.832 	1.000 	11.270 	5.946 	5.377 	128.323 	3.287 	46.795 	195.098 
HTRA1	1.000 	1.000 	8.040 	1.000 	8.660 	2.621 	1.000 	39.606 	1.000 	1.000 	1.000 	46.793 	37.175 
LOXL1	1.000 	1.339 	1.000 	1.000 	5.152 	1.000 	2.839 	1.000 	1.000 	1.000 	1.000 	46.344 	30.599 
EMP1	1.004 	12.567 	11.799 	1.015 	16.646 	1.000 	2.235 	119.842 	1.002 	2.663 	3.926 	46.091 	218.185 
TSHZ2	1.000 	4.695 	1.000 	6.776 	7.812 	2.081 	1.000 	28.669 	1.000 	1.000 	2.285 	46.060 	46.376 
IGFBP6	1.000 	36.724 	1.000 	1.731 	21.393 	1.000 	1.000 	3.503 	4.546 	1.000 	5.516 	45.998 	128.315 
IFI27	1.032 	267.688 	6.737 	1.044 	28.186 	6.056 	1.000 	183.072 	5.542 	2.986 	8.947 	45.646 	84.211 
PRELP	1.000 	1.000 	1.000 	1.000 	18.657 	1.000 	2.124 	1.000 	1.000 	1.000 	1.000 	44.511 	34.587 
ANTXR1	1.000 	1.000 	2.041 	1.000 	14.095 	1.000 	2.923 	1.000 	1.000 	1.000 	1.000 	44.453 	10.326 
CPE	1.000 	2.770 	1.000 	1.000 	109.864 	1.000 	1.897 	7.168 	1.000 	1.000 	1.000 	44.275 	110.409 
LHFP	1.265 	1.000 	1.013 	1.361 	98.424 	1.099 	4.965 	19.413 	1.262 	3.402 	1.464 	44.186 	76.810 
MAFB	3.372 	5.440 	60.008 	4.024 	23.759 	32.081 	9.253 	9.108 	5.312 	1.000 	7.052 	44.067 	27.036 
TMEM45A	1.000 	6.968 	1.000 	1.000 	5.323 	3.948 	4.937 	2.859 	1.000 	1.000 	12.582 	43.930 	15.165 
PRDX4	7.669 	25.080 	14.796 	6.446 	15.630 	68.600 	7.509 	24.085 	12.266 	9.547 	160.274 	43.835 	39.166 
TGFB1I1	1.412 	4.656 	1.031 	1.481 	54.764 	1.326 	3.774 	12.781 	3.077 	1.096 	1.069 	43.753 	13.045 
PDLIM3	1.107 	1.000 	1.000 	1.151 	33.437 	1.188 	1.009 	6.810 	1.102 	1.030 	1.032 	43.225 	25.054 
OLFML2B	1.000 	1.000 	7.507 	1.000 	23.880 	1.000 	1.000 	1.262 	1.000 	1.000 	1.000 	42.924 	23.655 
FRZB	1.001 	1.000 	1.000 	1.002 	69.803 	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	42.573 	4.588 
EFEMP1	1.100 	1.056 	1.000 	1.138 	4.607 	3.463 	1.920 	12.244 	1.097 	1.691 	1.020 	42.226 	173.441 
MFAP2	1.006 	1.000 	1.000 	1.018 	4.652 	3.919 	1.000 	9.992 	4.465 	1.000 	1.000 	42.200 	22.799 
PHLDA3	1.182 	3.943 	1.210 	1.321 	15.323 	1.112 	10.483 	5.826 	1.169 	1.050 	1.033 	41.913 	11.365 
TMEM98	1.000 	7.136 	1.000 	1.000 	10.266 	14.487 	1.000 	1.806 	1.000 	1.000 	1.000 	41.526 	32.730 
COL4A2	1.768 	1.168 	1.072 	1.894 	54.395 	1.650 	1.191 	69.256 	1.757 	1.315 	1.152 	41.229 	12.788 
LAMP5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	46.442 	10.993 	39.649 	2.094 
COL4A1	1.789 	1.026 	1.068 	1.891 	59.379 	1.550 	1.191 	107.783 	1.757 	1.334 	1.164 	39.629 	16.916 
ENG	3.875 	1.030 	19.393 	3.403 	20.375 	4.612 	4.453 	115.014 	3.633 	3.860 	1.889 	39.495 	24.318 
ECM1	1.000 	12.246 	1.447 	1.000 	18.107 	1.000 	1.000 	1.396 	1.000 	1.000 	1.000 	39.093 	38.039 
PDGFRB	1.492 	1.003 	1.048 	1.630 	92.523 	1.298 	1.076 	1.010 	1.483 	1.152 	1.075 	39.077 	18.356 
CLU	3.413 	27.088 	2.407 	5.852 	39.928 	69.793 	7.937 	28.986 	171.689 	1.000 	6.817 	37.978 	247.642 
PRRX1	1.139 	1.000 	1.001 	1.197 	11.839 	1.058 	1.018 	1.002 	1.131 	1.042 	1.013 	37.830 	22.483 
FBN1	1.000 	1.000 	1.000 	1.000 	6.013 	1.000 	1.000 	7.158 	1.984 	1.000 	1.000 	37.570 	91.150 
XBP1	18.777 	36.903 	36.624 	39.783 	34.774 	130.525 	12.556 	22.999 	48.459 	92.701 	272.997 	36.875 	69.616 
CXCL14	1.000 	1.615 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	36.108 	96.285 
MT1E	1.044 	60.356 	6.689 	7.576 	117.683 	108.558 	4.721 	19.275 	4.628 	1.001 	5.530 	36.053 	61.431 
GNG11	5.487 	1.000 	1.000 	1.000 	36.201 	1.000 	4.367 	169.228 	1.000 	1.000 	1.785 	35.553 	29.627 
NDN	1.000 	1.000 	1.000 	1.000 	35.590 	2.941 	1.000 	2.917 	1.000 	1.905 	1.000 	35.392 	29.450 
TMEM176A	1.003 	27.520 	45.711 	1.011 	14.893 	23.851 	100.909 	5.432 	29.389 	2.411 	9.275 	35.327 	65.850 
TMEM204	1.000 	1.000 	1.000 	5.118 	19.504 	1.000 	1.000 	34.139 	1.000 	1.000 	1.000 	35.234 	5.153 
S100A16	2.365 	86.101 	1.372 	2.725 	2.399 	7.409 	1.501 	68.045 	2.350 	1.726 	1.786 	34.825 	31.674 
COL8A1	2.316 	1.081 	1.292 	2.667 	1.219 	1.957 	1.485 	1.253 	2.302 	1.704 	1.454 	34.789 	7.361 
CYGB	1.000 	1.000 	1.000 	1.000 	22.130 	1.000 	1.000 	5.048 	1.000 	1.000 	1.000 	34.402 	13.601 
MAP1B	1.000 	1.000 	1.000 	1.000 	85.949 	1.000 	1.000 	12.959 	1.000 	1.000 	1.000 	33.689 	30.165 
MXRA5	1.000 	7.218 	1.000 	1.000 	2.119 	1.000 	1.000 	2.803 	1.000 	1.000 	1.000 	32.723 	14.355 
CDH11	1.000 	1.000 	1.000 	1.000 	11.571 	1.000 	1.000 	4.691 	1.000 	1.000 	1.000 	32.546 	15.891 
PTK7	1.000 	1.316 	1.000 	1.000 	9.883 	3.960 	1.000 	6.537 	1.000 	8.818 	1.000 	32.256 	15.114 
RBP1	1.416 	4.671 	2.250 	1.476 	13.800 	125.255 	1.058 	12.359 	1.408 	1.097 	1.728 	32.077 	11.489 
GPX8	1.000 	3.888 	1.000 	1.000 	7.451 	6.607 	1.000 	6.030 	1.000 	1.000 	1.000 	31.934 	16.075 
CPXM1	1.000 	1.000 	1.000 	1.000 	6.069 	1.000 	1.896 	1.000 	2.764 	1.000 	1.000 	31.919 	48.318 
PLXDC2	3.409 	2.080 	38.400 	1.459 	1.985 	5.283 	8.288 	4.043 	5.252 	2.726 	4.702 	31.874 	18.026 
COX7A1	1.000 	1.000 	1.000 	1.000 	54.904 	6.239 	1.000 	32.065 	12.050 	1.000 	1.000 	31.674 	22.171 
COL12A1	1.027 	1.000 	1.000 	1.037 	8.011 	1.004 	1.000 	1.859 	1.029 	1.000 	1.000 	31.587 	24.687 
SRPX	1.169 	1.000 	1.002 	1.228 	17.401 	1.077 	3.820 	6.399 	1.159 	7.415 	1.020 	31.327 	112.511 
CYP1B1	1.000 	1.000 	4.883 	1.000 	1.000 	1.000 	2.269 	4.934 	1.000 	1.000 	1.000 	31.061 	24.368 
PLAC9	1.000 	1.000 	1.000 	1.000 	95.282 	1.000 	1.000 	9.512 	1.000 	1.000 	1.000 	30.880 	84.784 
LTBP1	1.000 	1.317 	1.000 	1.000 	24.310 	1.000 	1.000 	2.140 	1.000 	1.000 	1.000 	30.788 	15.616 
GJB2	1.000 	3.826 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.165 	29.652 	2.078 
NTM	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	4.187 	1.000 	29.549 	13.654 
MYLK	1.139 	1.000 	1.001 	1.195 	77.802 	1.058 	1.018 	5.988 	1.130 	1.044 	1.017 	29.351 	1.412 
HSPG2	1.000 	26.048 	1.000 	1.000 	7.421 	2.543 	5.534 	149.489 	5.701 	1.000 	1.184 	28.986 	29.974 
TGFB3	1.061 	1.000 	1.000 	1.089 	24.444 	1.047 	1.001 	3.845 	1.061 	1.014 	1.006 	28.986 	9.549 
GLT8D2	1.000 	1.000 	1.000 	1.000 	9.544 	1.000 	1.000 	3.194 	1.000 	1.000 	1.000 	28.821 	26.000 
CRISPLD2	1.000 	1.053 	2.029 	1.000 	75.952 	1.000 	1.657 	1.000 	5.374 	1.000 	1.000 	27.912 	56.655 
C11orf96	1.000 	3.994 	1.000 	1.000 	113.322 	1.000 	2.700 	21.283 	1.000 	1.000 	1.000 	27.791 	86.246 
PPP1R14A	1.416 	1.000 	3.398 	1.420 	106.543 	11.217 	27.979 	7.950 	3.394 	33.214 	2.176 	27.660 	1.001 
SNAI2	1.070 	2.550 	1.000 	1.098 	16.097 	1.054 	1.003 	2.156 	1.068 	1.018 	1.002 	27.592 	20.304 
SERPINE1	1.557 	2.171 	1.058 	1.665 	4.333 	1.335 	2.295 	22.996 	1.540 	1.189 	1.161 	27.526 	63.906 
CST2	1.940 	1.042 	1.101 	2.029 	1.061 	1.843 	1.288 	1.049 	1.938 	1.410 	1.246 	27.494 	1.058 
PERP	2.039 	104.612 	1.285 	16.082 	5.554 	14.862 	2.047 	4.577 	5.017 	1.447 	9.140 	27.018 	4.401 
PKIG	35.058 	2.014 	1.337 	1.000 	49.497 	1.803 	1.000 	34.269 	19.135 	4.039 	3.492 	26.870 	11.584 
FMOD	1.000 	1.000 	1.000 	1.000 	9.198 	1.000 	4.638 	1.501 	3.651 	1.000 	1.000 	26.378 	17.445 
ELN	1.000 	1.000 	1.000 	1.000 	10.422 	8.322 	1.000 	7.006 	1.000 	3.026 	1.000 	26.116 	67.733 
MOXD1	1.866 	1.029 	1.071 	1.927 	1.412 	1.541 	1.218 	1.037 	1.803 	3.653 	5.324 	25.791 	4.346 
GREM1	1.439 	1.001 	1.032 	1.488 	1.015 	1.235 	1.061 	1.003 	1.435 	1.110 	1.056 	25.595 	3.155 
ALDH2	9.082 	25.251 	46.539 	1.000 	11.940 	15.964 	129.768 	6.811 	8.661 	47.528 	16.419 	25.577 	22.391 
HES4	1.000 	18.944 	1.464 	1.000 	56.253 	1.819 	1.000 	16.232 	7.725 	2.842 	1.531 	25.459 	13.521 
LMAN1	11.575 	9.013 	10.154 	9.983 	11.776 	18.801 	3.232 	14.943 	12.257 	20.481 	83.079 	25.368 	18.618 
PODN	1.000 	1.000 	1.000 	1.000 	3.329 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	25.161 	52.823 
NR2F2	1.000 	3.253 	1.000 	1.000 	46.314 	1.000 	1.000 	10.750 	1.000 	1.000 	1.000 	24.910 	7.639 
LAMA4	1.000 	1.000 	1.000 	1.000 	20.406 	1.000 	1.000 	41.432 	1.000 	1.000 	1.000 	24.401 	23.601 
CAV1	1.000 	23.994 	1.000 	1.000 	110.670 	1.000 	1.000 	87.000 	3.453 	1.000 	17.411 	23.876 	43.389 
SPRY1	7.243 	2.706 	1.065 	8.046 	10.519 	5.344 	1.106 	139.781 	5.598 	1.313 	1.101 	23.673 	28.443 
DPT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.115 	2.116 	1.546 	22.852 	103.693 
GPC3	1.000 	1.000 	1.000 	1.000 	4.626 	4.783 	1.000 	1.000 	1.000 	1.000 	1.000 	22.766 	70.418 
ADIRF	1.000 	23.498 	1.000 	1.000 	273.872 	27.096 	1.000 	61.189 	1.000 	1.000 	3.266 	22.635 	20.644 
NOTCH3	1.787 	1.028 	1.068 	1.900 	71.242 	1.450 	1.198 	1.046 	1.772 	1.320 	1.176 	22.571 	3.436 
SGCE	3.161 	1.036 	1.072 	1.909 	22.666 	1.930 	1.208 	3.928 	1.782 	1.326 	2.635 	22.411 	48.672 
PDGFRL	1.487 	1.005 	1.039 	1.604 	3.922 	3.069 	4.139 	1.020 	1.481 	1.152 	1.066 	22.367 	48.320 
COL14A1	1.857 	1.032 	1.081 	1.966 	42.319 	1.486 	1.238 	1.042 	1.855 	1.366 	1.200 	22.207 	54.308 
PPAPDC1A	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	22.205 	1.758 
DIO2	1.017 	1.000 	1.000 	1.023 	1.000 	1.001 	1.000 	1.000 	1.017 	1.000 	1.000 	22.184 	3.764 
FKBP11	8.834 	12.123 	2.358 	28.591 	4.693 	75.022 	3.316 	11.054 	6.917 	7.746 	235.248 	22.074 	24.285 
BICC1	1.000 	4.051 	1.000 	1.000 	1.736 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	22.019 	33.151 
CRIP2	1.981 	12.598 	1.125 	2.161 	79.329 	1.872 	1.279 	142.796 	1.920 	1.403 	1.520 	21.949 	9.925 
SDC1	1.403 	27.869 	1.027 	1.454 	1.021 	3.812 	1.055 	1.002 	1.395 	1.099 	76.688 	21.586 	1.006 
THBS4	1.000 	1.000 	1.000 	1.000 	15.622 	1.000 	1.000 	1.343 	1.000 	1.000 	1.000 	21.511 	2.614 
COLEC11	1.000 	1.000 	1.000 	1.000 	14.276 	1.000 	1.702 	1.000 	2.010 	1.000 	1.000 	21.465 	3.098 
CXCL12	1.000 	1.000 	3.420 	1.000 	4.890 	19.581 	1.000 	25.672 	1.000 	1.979 	1.000 	21.122 	112.246 
CCL2	4.484 	2.081 	20.880 	6.254 	63.442 	11.656 	1.907 	29.697 	11.007 	4.999 	9.997 	20.602 	150.868 
CREB3L1	1.917 	40.501 	1.097 	2.008 	1.064 	3.730 	2.917 	2.002 	2.061 	1.398 	1.252 	20.498 	10.474 
FIBIN	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	20.345 	8.142 
GRP	1.000 	1.000 	1.000 	1.000 	4.013 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	20.189 	1.000 
