NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	NK cells	naive B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
COX6A2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	400.331 	1.000 	1.000 	8.925 	1.000 	2.122 	1.000 	1.000 	1.000 	1.000 
COX7A1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.562 	1.000 	4.388 	5.566 	16.427 	1.000 	1.000 	105.853 	1.000 	9.449 	8.702 	22.396 	280.417 	1.802 	1.112 	1.000 	1.000 
CP	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.209 	2.248 	8.674 	14.440 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	54.506 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	6.638 	1.000 	1.000 	1.000 	1.000 	1.000 
CPA3	1.785 	1.044 	144.451 	1.002 	1.008 	1.014 	16.375 	73.466 	49.216 	129.345 	1.000 	1.001 	20.154 	43.334 	119.568 	1.000 	1.001 	1.001 	1.012 	1.000 	1.000 	1.000 	1.000 	1.000 	1.030 	1.000 	1.004 	1.000 	2.439 	1.001 	1.000 	1.000 	1.000 	1.000 
CPA4	1.752 	1.004 	1.028 	1.002 	1.009 	1.015 	1.384 	1.039 	1.377 	1.028 	1.000 	1.001 	1.168 	1.002 	1.000 	1.000 	1.001 	1.000 	1.013 	135.965 	6.363 	7.724 	1.837 	1.000 	1.007 	2.624 	1.000 	4.705 	1.000 	1.001 	2.512 	1.000 	211.339 	17.795 
CPE	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.649 	1.000 	1.000 	1.000 	1.000 	3.073 	5.957 	1.165 	1.000 	3.964 	13.100 	2.450 	4.986 	1.000 	8.686 	1.260 	1.000 	7.048 	44.250 	319.200 	1.000 	1.617 	27.248 	9.207 
CPM	1.000 	7.023 	1.000 	1.000 	1.000 	2.008 	1.000 	1.000 	1.000 	1.000 	61.403 	1.000 	1.000 	1.000 	1.000 	159.549 	136.176 	1.000 	8.594 	2.084 	3.387 	2.160 	4.802 	1.534 	6.687 	2.161 	1.246 	6.498 	410.883 	1.000 	1.320 	4.742 	3.381 	7.154 
CPNE5	3.903 	1.445 	1.884 	1.371 	1.562 	20.493 	2.750 	1.984 	3.032 	1.905 	1.068 	1.290 	2.531 	2.166 	1.153 	1.202 	1.261 	2.245 	178.318 	1.018 	1.049 	1.058 	1.019 	1.160 	1.541 	1.035 	1.436 	1.062 	1.192 	1.422 	1.156 	1.205 	1.027 	1.009 
CPVL	2.117 	198.849 	26.752 	1.011 	1.018 	1.033 	6.367 	15.375 	13.986 	27.838 	117.461 	1.004 	153.513 	19.265 	2.308 	29.715 	60.678 	1.001 	1.029 	1.000 	1.000 	1.000 	1.210 	1.097 	3.768 	1.203 	1.012 	1.000 	16.762 	3.276 	1.002 	1.002 	3.417 	2.838 
CPXM1	1.000 	1.000 	23.925 	1.000 	1.000 	1.000 	16.029 	36.855 	13.225 	29.374 	1.000 	1.532 	1.000 	3.664 	2.423 	1.000 	1.000 	1.000 	17.536 	1.000 	1.430 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.079 	1.000 	1.000 	1.000 	1.000 	49.429 
CR1L	1.591 	1.016 	1.015 	1.001 	1.004 	1.008 	1.299 	1.020 	1.258 	1.015 	1.000 	1.000 	27.736 	57.104 	1.009 	1.000 	1.000 	1.000 	1.007 	1.000 	1.000 	1.000 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CRABP2	1.002 	1.000 	1.000 	1.000 	1.000 	1.000 	1.009 	1.000 	1.449 	1.000 	142.270 	1.000 	1.000 	1.000 	1.000 	273.257 	731.460 	1.000 	2.948 	1.009 	24.393 	7.068 	14.636 	1.000 	1.000 	4.263 	1.000 	1.575 	1.021 	1.000 	2.466 	15.801 	43.693 	3.960 
CRHBP	2.898 	1.255 	49.260 	1.086 	1.193 	1.261 	220.297 	161.082 	8.936 	11.100 	1.047 	1.057 	3.943 	1.608 	2.737 	1.032 	1.046 	1.013 	1.403 	1.001 	1.007 	1.014 	1.002 	1.022 	1.168 	1.004 	1.013 	1.830 	1.069 	1.114 	1.028 	1.035 	1.181 	1.010 
CRIM1	2.367 	1.528 	3.263 	1.084 	10.821 	7.347 	9.862 	7.628 	5.982 	6.771 	2.689 	1.062 	1.527 	1.329 	2.246 	3.447 	4.833 	277.822 	1.090 	259.870 	75.768 	108.528 	55.346 	2.833 	47.886 	40.072 	346.509 	162.024 	100.671 	2.808 	196.308 	48.987 	35.797 	163.885 
CRISPLD2	52.984 	20.105 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.205 	1.000 	1.000 	1.000 	1.577 	1.000 	1.000 	1.000 	1.000 	17.462 	13.547 	1.309 	1.320 	1.000 	17.040 	1.000 	1.000 	12.366 	53.651 	1.000 	29.964 	14.567 	5.114 	100.123 
CRYAB	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.191 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	43.033 	29.011 	4.461 	4.277 	35.749 	410.883 	1.718 	1.000 	69.612 	154.595 	190.038 	1.000 	7.339 	3.553 	12.063 
CRYGD	1.000 	1.000 	36.165 	1.000 	1.000 	1.000 	48.908 	29.391 	21.551 	20.461 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.936 	1.000 	1.000 	1.000 	1.000 
CSF3R	1564.718 	228.120 	33.945 	1.000 	1.000 	1.000 	109.827 	100.157 	42.352 	251.128 	39.719 	16.657 	1.000 	1.000 	266.237 	17.783 	26.997 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	6.616 	1.000 	1.000 	1.000 	1.000 	1.000 
CST7	69.718 	5.115 	21.731 	1.952 	368.057 	1.079 	2.826 	10.471 	6.024 	65.080 	2.017 	17.485 	22.528 	111.683 	72.327 	1.007 	1.010 	1.001 	1.071 	1.000 	1.000 	1.001 	1.000 	1.004 	1.037 	1.000 	1.001 	1.001 	1.009 	1.013 	1.006 	1.007 	1.000 	1.000 
CSTA	59.931 	142.375 	1.152 	1.017 	1.046 	1.080 	2.200 	1.199 	6.035 	5.124 	75.948 	15.666 	4.835 	1.285 	110.207 	80.803 	129.927 	1.001 	1.072 	1.017 	1.002 	1.004 	1.004 	1.004 	1.038 	280.849 	1.001 	1.001 	1.788 	1.013 	1.006 	1.007 	1.000 	1.000 
CSTB	14.320 	19.659 	21.648 	5.021 	6.285 	4.739 	21.182 	9.322 	23.375 	21.931 	215.747 	4.408 	33.655 	22.546 	17.221 	243.282 	711.564 	6.788 	22.744 	4.882 	6.812 	5.080 	7.032 	20.961 	1.761 	5.737 	6.960 	10.755 	7.981 	22.157 	4.229 	10.666 	2.908 	6.372 
CTGF	3.357 	1.270 	1.638 	1.234 	1.361 	1.445 	2.412 	1.722 	2.644 	1.652 	1.026 	1.152 	2.199 	1.203 	1.063 	1.093 	1.127 	353.854 	4.143 	212.802 	76.220 	59.290 	16.510 	1.076 	8.760 	4.756 	241.492 	160.911 	38.781 	1.251 	80.364 	2.079 	70.811 	237.515 
CTHRC1	1.000 	1.000 	1.610 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.161 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	31.647 	12.767 	14.405 	57.208 	35.786 	7.267 	2.816 	1.000 	1.027 	32.347 	21.511 	6.488 	1.000 	187.128 	7.553 	351.624 	109.153 
CTSB	24.702 	200.114 	77.246 	21.969 	7.888 	9.522 	49.427 	55.198 	67.485 	56.502 	7112.652 	11.770 	115.652 	38.738 	59.485 	3401.519 	2859.289 	276.395 	53.733 	320.493 	375.846 	395.442 	315.556 	272.767 	122.818 	431.976 	405.620 	308.713 	632.701 	40.714 	355.297 	412.685 	468.651 	415.913 
CTSD	80.885 	158.989 	27.925 	18.912 	158.387 	8.815 	11.509 	16.540 	9.833 	20.225 	2211.429 	58.130 	12.159 	21.429 	118.255 	1201.075 	2094.515 	49.502 	143.593 	97.559 	117.759 	107.663 	111.686 	145.165 	241.505 	70.177 	108.793 	219.511 	226.006 	12.454 	64.196 	58.721 	116.738 	294.960 
CTSG	4.156 	1.980 	3.106 	1.390 	1.587 	1.690 	4.908 	4.075 	10.395 	46.097 	1.083 	71.465 	2.836 	1.713 	91.475 	1.217 	1.277 	1.069 	1.674 	1.020 	1.053 	1.063 	1.020 	1.171 	1.533 	1.038 	1.096 	1.068 	1.055 	1.311 	1.164 	1.217 	1.029 	1.009 
CTSH	16.161 	144.483 	2.445 	2.683 	1.586 	56.611 	2.790 	2.016 	3.631 	1.935 	745.327 	3.316 	2.835 	2.203 	4.601 	876.927 	159.569 	4.101 	157.721 	1.132 	2.820 	2.764 	17.090 	48.645 	13.295 	1.475 	20.970 	23.806 	76.980 	7.209 	1.208 	1.478 	9.346 	20.239 
CTSK	6.160 	6.083 	4.321 	3.405 	1.609 	3.211 	4.033 	2.460 	5.362 	3.329 	30.229 	2.001 	2.828 	2.582 	1.826 	40.295 	1.397 	1.233 	2.660 	34.686 	50.239 	70.934 	1.089 	268.938 	9.045 	41.856 	1.411 	1.347 	29.080 	2.708 	63.601 	177.796 	1.818 	1.637 
CTSS	1047.900 	1522.482 	51.475 	47.115 	39.855 	106.039 	108.725 	74.491 	108.524 	115.823 	2093.014 	26.890 	15.421 	12.459 	60.534 	1118.054 	1483.414 	9.005 	121.081 	3.715 	1.118 	1.500 	2.441 	2.728 	4.935 	1.353 	27.281 	1.142 	60.432 	1.306 	5.524 	1.477 	1.028 	1.009 
CTSW	3.979 	2.670 	161.629 	11.451 	365.949 	1.684 	171.322 	123.257 	214.204 	236.165 	1.092 	65.764 	22.026 	82.809 	94.299 	1.213 	1.273 	1.067 	1.669 	1.019 	1.052 	1.062 	1.020 	1.168 	1.527 	1.037 	1.094 	1.066 	1.006 	1.307 	1.162 	1.213 	1.029 	1.009 
CXCL12	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	15.578 	155.773 	58.438 	1.000 	2.709 	8.521 	1.000 	2.235 	16.601 	41.056 	3.591 	1.000 	1.902 	66.989 	1.135 
CXCL2	1.000 	87.755 	1.000 	1.000 	1.000 	1.000 	4.572 	6.689 	1.000 	1.000 	5.259 	1.000 	4.092 	142.827 	1.465 	4.594 	1.000 	1.750 	1.000 	1.000 	2.134 	1.073 	5.718 	1.813 	10.037 	14.677 	2.196 	1.240 	8.003 	1.000 	11.091 	1.325 	1.000 	2.204 
CXCL3	1.000 	18.573 	1.000 	1.000 	1.000 	1.000 	1.690 	1.456 	1.000 	1.000 	2.806 	1.000 	6.156 	116.397 	1.000 	9.384 	1.000 	1.000 	1.000 	1.000 	1.057 	1.000 	1.274 	1.812 	1.000 	45.654 	1.000 	2.021 	1.000 	1.000 	3.807 	1.982 	1.000 	1.060 
CXCR1	299.159 	1.000 	1.000 	1.000 	8.082 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXCR2	608.372 	2.301 	1.000 	1.000 	17.850 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.491 	1.000 	1.159 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CXorf36	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	33.934 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.975 	1.000 	50.461 	1.000 	8.396 	1.000 	1.000 	1.000 	1.000 	1.000 
CYBB	27.582 	201.838 	1.000 	1.000 	1.000 	124.403 	1.000 	1.000 	2.984 	3.825 	393.806 	45.482 	1.000 	1.997 	128.323 	311.419 	21.249 	1.000 	10.569 	1.000 	1.000 	1.000 	1.000 	1.000 	2.389 	1.000 	1.000 	1.000 	18.782 	1.000 	1.000 	1.000 	1.000 	1.000 
CYP1B1	1.000 	34.592 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	130.996 	1.000 	15.341 	6.240 	1.000 	80.618 	5.926 	1.000 	1.000 	414.693 	44.553 	20.688 	6.505 	10.083 	1.495 	3.996 	1.000 	8.311 	17.111 	1.000 	15.491 	53.984 	21.780 	11.745 
CYP27A1	17.034 	18.799 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	384.687 	1.000 	1.000 	1.000 	1.000 	163.578 	272.102 	2.660 	1.000 	20.888 	3.557 	5.400 	4.766 	96.687 	9.870 	1.075 	2.441 	1.895 	8.945 	1.438 	4.464 	1.155 	4.341 	7.125 
CYP4B1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	29.989 	1.000 	1.000 	1.000 	139.223 	1.000 	1.000 	1.000 	1.000 	1.000 
CYP4F3	170.813 	1.946 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.692 	1.000 	1.000 	1.892 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CYR61	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	79.164 	1.000 	64.318 	56.610 	38.544 	38.573 	1.000 	11.650 	16.295 	97.216 	43.550 	76.300 	1.000 	47.303 	9.338 	31.149 	119.271 
CYSLTR2	1.000 	6.171 	1.000 	2.354 	2.271 	1.000 	1.695 	2.128 	1.000 	1.000 	1.175 	1.450 	1.000 	1.000 	1.461 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	134.067 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
CYTIP	321.568 	137.060 	12.067 	293.522 	137.485 	146.650 	35.917 	36.683 	36.417 	38.898 	23.031 	268.439 	2.500 	1.286 	8.101 	10.671 	5.887 	1.002 	154.236 	1.000 	1.001 	1.002 	1.000 	1.005 	1.043 	1.000 	1.002 	1.289 	3.529 	1.014 	1.007 	1.008 	1.000 	1.679 
CYTL1	2.334 	1.026 	124.590 	1.018 	1.047 	1.081 	117.175 	92.501 	31.736 	37.708 	2.755 	1.013 	27.952 	5.118 	81.814 	3.601 	10.607 	14.087 	1.073 	25.685 	1.000 	1.003 	1.026 	2.852 	1.043 	1.000 	49.936 	2.328 	1.000 	1.013 	1.006 	1.007 	8.390 	5.047 
DANCR	1.000 	7.152 	293.324 	34.766 	8.245 	26.198 	204.750 	196.515 	237.934 	208.464 	4.247 	44.250 	203.745 	33.374 	14.949 	3.700 	10.498 	22.911 	69.794 	6.300 	17.429 	14.977 	27.245 	36.786 	29.486 	40.383 	21.204 	9.603 	13.767 	58.654 	10.994 	43.547 	18.466 	57.795 
DAPP1	45.298 	25.450 	5.176 	6.055 	1.000 	42.303 	10.129 	6.477 	15.483 	13.260 	12.746 	3.305 	8.222 	125.311 	5.474 	14.055 	9.469 	1.000 	20.187 	1.000 	1.000 	1.000 	9.926 	1.000 	1.000 	13.078 	1.000 	1.000 	1.033 	1.000 	1.000 	1.000 	1.000 	1.000 
DBNDD2	1.000 	4.023 	2.132 	4.276 	3.722 	1.000 	2.709 	1.681 	1.000 	3.091 	12.431 	7.464 	1.834 	7.498 	1.405 	7.916 	26.106 	3.008 	1.000 	1.095 	1.825 	1.000 	5.651 	1.120 	48.980 	16.534 	2.336 	1.000 	6.854 	296.256 	3.924 	1.000 	3.885 	15.671 
DCBLD2	1.397 	1.000 	4.006 	2.227 	1.001 	1.002 	3.527 	3.860 	5.019 	1.921 	1.691 	1.979 	5.254 	11.591 	1.401 	1.952 	1.000 	27.199 	1.002 	30.898 	46.060 	69.304 	74.614 	109.410 	3.662 	85.292 	18.919 	147.318 	9.833 	13.136 	206.246 	334.859 	226.158 	322.511 
DCDC2	1.169 	1.000 	1.001 	1.000 	1.000 	1.000 	1.089 	1.001 	1.034 	1.001 	1.000 	1.000 	1.010 	1.000 	1.000 	1.000 	1.730 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	32.029 
DCN	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3750.944 	568.479 	216.440 	3.254 	1.000 	332.576 	4.904 	1.000 	204.899 	1074.658 	2.956 	288.427 	315.356 	53.611 	169.834 
DCP1A	11.379 	23.870 	95.720 	10.866 	6.402 	18.948 	172.019 	129.378 	141.294 	87.809 	4.684 	14.724 	43.334 	57.579 	5.334 	4.572 	3.966 	5.256 	4.317 	4.377 	3.981 	2.941 	3.648 	7.668 	5.348 	3.669 	4.233 	3.399 	6.142 	4.150 	4.237 	4.136 	3.387 	3.327 
DCT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1178.587 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DDR1	1.000 	1.000 	1.000 	3.313 	1.000 	5.882 	1.000 	1.000 	1.000 	1.000 	1.605 	2.143 	1.000 	1.000 	1.000 	1.000 	1.000 	2.004 	3.311 	5.038 	7.392 	8.799 	60.023 	5.128 	22.310 	115.907 	2.252 	15.263 	12.921 	1.000 	8.422 	1.153 	25.893 	69.081 
DDR2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.857 	1.000 	178.434 	85.070 	96.145 	1.012 	23.246 	4.990 	1.664 	1.225 	41.481 	69.257 	1.000 	100.251 	102.579 	12.596 	2.608 
DERL3	1.000 	1.000 	7.132 	1.000 	1.000 	16.129 	1.698 	4.061 	1.000 	6.298 	1.000 	1.000 	4.998 	4.475 	2.032 	1.581 	1.000 	1.000 	2398.760 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.510 	1.000 	1.000 	1.000 	1.228 	1.880 	1.000 	1.958 	1.210 
DES	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.593 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.412 	1.000 	1.000 	1.000 	8467.823 	1.000 	1.000 	1616.133 	7.276 	1.000 	1.635 	1.000 	25.418 	6.603 
DHRS9	23.777 	4.104 	37.183 	1.000 	1.000 	1.000 	1.112 	7.540 	1.000 	1.000 	41.837 	1.000 	1.000 	1.000 	2.241 	12.501 	130.272 	1.000 	32.933 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.768 	1.000 	1.000 	1.000 	1.077 	1.000 
DICER1-AS1	4.719 	1.000 	8.078 	2.688 	1.966 	3.759 	22.569 	19.614 	31.590 	6.655 	1.000 	3.375 	1.000 	4.894 	2.071 	1.000 	1.000 	1.000 	10.844 	1.000 	1.000 	1.000 	1.000 	1.000 	1.973 	1.000 	1.000 	1.000 	1.000 	2.952 	1.000 	1.000 	1.000 	1.013 
DIRAS3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.178 	1.000 	1.000 	1.000 	1.000 	1.000 	1.033 	2.536 	1.000 	1.000 	4.398 	1.000 	74.269 	8.562 
DKK1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.732 	1.000 	1.000 	1.000 	10.853 	1.000 	20.110 	51.240 	51.850 	9.978 	6.616 	1.000 	25.930 	34.642 	176.246 	7.930 	1.000 	31.671 	36.568 	26.750 	3.468 
DKK3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.753 	1.000 	1.000 	1.000 	1.000 	1.000 	97.870 	1.000 	32.905 	88.040 	183.631 	106.741 	2.326 	3.121 	134.922 	79.218 	71.548 	4.498 	9.669 	119.870 	4.191 	276.011 	47.147 
DLC1	1.000 	1.000 	6.807 	1.000 	1.000 	1.000 	1.000 	2.593 	1.007 	2.022 	1.000 	1.000 	9.013 	21.166 	1.000 	1.571 	3.406 	41.052 	1.000 	88.054 	58.745 	30.127 	26.972 	7.340 	9.866 	5.726 	39.104 	41.022 	108.350 	12.319 	136.749 	46.524 	51.721 	163.405 
DLG2	1.000 	1.000 	1.000 	1.955 	1.000 	1.874 	7.251 	2.189 	1.016 	1.000 	1.000 	1.000 	1.008 	2.454 	1.159 	1.000 	1.000 	1.000 	1.000 	1.176 	1.000 	1.000 	1.000 	1.000 	1.934 	1.000 	1.000 	1.195 	1.058 	173.661 	1.000 	1.000 	1.000 	1.000 
DLGAP5	1.000 	1.000 	2.593 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	4.354 	1.375 	1.000 	58.547 	29.902 	7.524 	1.354 	1.000 	15.613 	1.000 	6.822 	2.284 	2.236 	4.402 	12.650 	1.000 	11.747 	22.751 	1.519 	1.000 	1.000 	6.721 	16.660 	12.904 	12.143 
DLL4	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	43.966 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.605 	1.000 	14.687 	1.000 	1.870 	1.000 	12.918 	1.000 	1.000 	1.000 
DMKN	1.000 	1.000 	1.000 	1.000 	3.351 	1.000 	1.545 	3.133 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.681 	4.187 	4.600 	1.557 	45.853 	1.822 	1.000 	166.936 	1.000 	1.000 	1.345 	5.961 	1.000 	5.818 	1.000 	21.605 
DNER	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.009 	1.000 	1.000 	2.222 	1.041 	1.000 	1.000 	1231.237 	2.045 	1.098 	1.068 	1.000 
DNM3	1.000 	1.000 	1.000 	1.719 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.659 	1.000 	5.964 	99.337 	1.000 	1.000 	1.785 	1.137 	1.000 	1.020 	1.000 	1.000 	1.000 	2.111 	1.000 	1.032 	1.000 	1.000 	1.159 	84.646 	1.000 	1.347 	1.646 	2.839 
DNTT	1.010 	1.000 	1.000 	1.000 	1.000 	1.000 	1.005 	2.705 	192.981 	6.473 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DOCK9	3.458 	1.000 	1.001 	55.466 	16.241 	4.386 	1.477 	1.018 	1.054 	1.001 	1.000 	33.549 	4.074 	1.000 	1.000 	1.000 	1.000 	188.148 	9.257 	14.406 	6.786 	4.194 	30.970 	7.992 	23.150 	24.441 	181.663 	15.056 	50.426 	42.090 	15.765 	5.052 	3.691 	24.687 
DPP4	1.015 	1.000 	1.000 	39.341 	1.000 	1.000 	1.091 	1.000 	1.002 	1.000 	1.724 	32.338 	1.001 	1.000 	1.000 	1.441 	1.000 	3.465 	1.000 	21.702 	40.657 	36.683 	21.390 	65.565 	1.955 	1.000 	19.924 	24.488 	4.042 	1.000 	158.479 	133.558 	7.635 	10.352 
DPPA4	1.000 	1.000 	36.210 	1.000 	1.000 	4.004 	41.593 	46.392 	47.949 	33.849 	1.000 	8.187 	10.406 	15.562 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.116 	1.000 
DPT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.474 	1.978 	1.000 	1.000 	1.000 	7.732 	1.000 	1.000 	1.000 	106.493 	1.000 	1.000 	1.000 	1.000 	1.000 
DPYSL3	3.655 	1.814 	2.418 	1.311 	1.489 	1.586 	3.885 	3.649 	4.437 	3.673 	1.651 	1.240 	2.422 	1.303 	1.173 	1.519 	2.343 	28.754 	1.570 	48.498 	30.756 	62.673 	10.811 	2.118 	14.008 	1.551 	20.914 	20.631 	11.004 	1.710 	73.245 	10.954 	367.424 	129.509 
DSG2	1.463 	1.000 	8.458 	1.000 	1.001 	1.004 	11.615 	15.459 	10.478 	6.535 	1.000 	1.001 	3.401 	1.000 	1.000 	1.000 	1.000 	1.000 	1.003 	2.041 	1.000 	1.045 	44.812 	2.705 	1.003 	28.387 	1.132 	1.000 	9.198 	1.000 	6.319 	1.167 	6.456 	25.195 
DSG3	1.464 	1.000 	1.009 	1.000 	1.001 	1.004 	1.236 	1.012 	1.178 	1.009 	1.000 	1.000 	1.052 	1.000 	1.000 	1.000 	1.000 	1.000 	1.003 	1.000 	1.000 	1.000 	1.000 	1.000 	1.001 	47.631 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
DSP	1.000 	1.000 	1.000 	1.000 	1.000 	4.177 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.801 	6.150 	1.000 	1.051 	1.000 	1.000 	82.447 	1.000 	1.000 	97.721 	1.761 	9.653 	1.019 	1.000 	1.593 	1.000 	1.890 	34.625 
